Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Method,"org.apache.commons.collections4.bag.HashBagTest.getCompatibilityVersion",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.collections4.bag.HashBagTest.makeObject",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Static Method,"org.apache.commons.collections4.bag.HashBagTest.suite",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Generic Class,"org.apache.commons.collections4.bag.PredicatedBag",1,1,1,1,6,0,3,3,2,3,1,,1,1,,,,8,0,9,46,0,0,2,7,,101,12,38,18,11,51,,,,11,21,11,10,,,,,,1,1,2,1,,3,0,,100,1.34,9,9,10,9
TypeVariable,"org.apache.commons.collections4.bag.PredicatedBag.E",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Protected Constructor,"org.apache.commons.collections4.bag.PredicatedBag.PredicatedBag",,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,3,1,1,11,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,3.67,1,1,1,1
Public Method,"org.apache.commons.collections4.bag.PredicatedBag.add",,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,4,1,2,0,4,1,0,2,3,1,2,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Protected Method,"org.apache.commons.collections4.bag.PredicatedBag.decorated",,,,,,,,,,,,,,,,,,,,,,,,,,7,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.apache.commons.collections4.bag.PredicatedBag.equals",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,2,1,0,,,,,0,,0,0,,0.00,1,1,2,1
Public Method,"org.apache.commons.collections4.bag.PredicatedBag.getCount",,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.apache.commons.collections4.bag.PredicatedBag.hashCode",,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Static Generic Method,"org.apache.commons.collections4.bag.PredicatedBag.predicatedBag",,,,,,,,,,,,,,,,,,,,,,,,,,5,17,0,3,1,1,14,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,4.67,1,1,1,1
TypeVariable,"org.apache.commons.collections4.bag.PredicatedBag.predicatedBag.E",0,0,0,0,0,0,0,0,1,0,0,,0,0,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,0,0,0,0,,,,,,0,0,0,0,,1,0,,0,0.00,0,0,0,0
Public Method,"org.apache.commons.collections4.bag.PredicatedBag.remove",,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0,3,1,1,0,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
