Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Class,"org.apache.commons.io.filefilter.EmptyFileFilter",1,1,2,1,9,0,4,5,2,3,0,,0,3,,,,2,0,2,17,0,0,1,1,,65,6,15,8,7,44,,,,6,10,7,3,,,,,,2,2,3,1,,2,1,,100,2.93,3,3,4,2
Protected Constructor,"org.apache.commons.io.filefilter.EmptyFileFilter.EmptyFileFilter",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.EmptyFileFilter.accept",,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,7,2,4,7,4,2,0,3,5,2,3,2,2,3,1,1,,,,,0,,1,0,,1.00,2,2,3,1
Public Class,"org.apache.commons.io.filefilter.FalseFileFilter",1,1,1,1,8,0,2,5,3,3,1,,0,3,,,,3,0,3,15,0,0,1,2,,54,5,15,9,5,34,,,,5,9,7,2,,,,,,1,1,1,1,,1,0,,100,2.27,3,3,3,3
Protected Constructor,"org.apache.commons.io.filefilter.FalseFileFilter.FalseFileFilter",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FalseFileFilter.accept",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FalseFileFilter.accept",,,,,,,,,,,,,,,,,,,,,,,,,,1,10,0,3,1,1,7,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.33,1,1,1,1
Public Class,"org.apache.commons.io.filefilter.FileFileFilter",1,1,1,1,7,0,2,4,2,2,0,,0,2,,,,2,0,2,17,0,0,1,1,,42,4,10,6,3,28,,,,3,6,5,1,,,,,,1,1,1,1,,2,0,,100,2.80,2,2,2,2
Protected Constructor,"org.apache.commons.io.filefilter.FileFileFilter.FileFileFilter",,,,,,,,,,,,,,,,,,,,,,,,,,0,5,0,2,1,0,3,1,1,0,0,1,1,0,1,1,1,1,0,,,,,0,,0,0,,1.50,1,1,1,1
Public Method,"org.apache.commons.io.filefilter.FileFileFilter.accept",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
