Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Public Class,"org.jfree.chart.editor.DefaultLogAxisEditor",1,1,1,1,13,0,9,4,1,15,0,,0,0,,,,7,2,7,741,0,0,1,6,,116,12,73,19,40,31,,,,32,46,14,32,,,,,,3,3,3,1,,3,1,,28,0.42,13,13,13,7
Public Constructor,"org.jfree.chart.editor.DefaultLogAxisEditor.DefaultLogAxisEditor",,,,,,,,,,,,,,,,,,,,,,,,,,4,10,0,5,1,3,5,7,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultLogAxisEditor.actionPerformed",,,,,,,,,,,,,,,,,,,,,,,,,,1,15,0,9,2,5,6,4,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,0.67,2,2,2,1
Protected Method,"org.jfree.chart.editor.DefaultLogAxisEditor.createTickUnitPanel",,,,,,,,,,,,,,,,,,,,,,,,,,3,21,2,14,2,12,5,14,1,0,10,11,2,9,1,1,1,1,0,,,,,0,,0,0,,0.36,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultLogAxisEditor.focusLost",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,3,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.jfree.chart.editor.DefaultLogAxisEditor.setAxisProperties",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,7,2,4,6,4,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,0.86,2,2,2,1
Public Method,"org.jfree.chart.editor.DefaultLogAxisEditor.toggleAutoTick",,,,,,,,,,,,,,,,,,,,,,,,,,2,13,0,10,1,6,3,5,2,0,4,6,1,5,2,2,2,1,1,,,,,0,,1,0,,0.30,2,2,2,1
Public Method,"org.jfree.chart.editor.DefaultLogAxisEditor.validateTickUnit",,,,,,,,,,,,,,,,,,,,,,,,,,4,17,1,13,2,7,3,5,4,1,5,8,2,6,3,3,3,1,1,,,,,0,,1,0,,0.23,3,3,3,1
Class,"org.jfree.chart.editor.DefaultNumberAxisEditor",1,1,1,1,13,0,10,2,2,18,1,,0,0,,,,7,2,7,741,0,0,1,6,,120,16,85,22,50,19,,,,40,54,15,39,,,,,,3,3,3,1,,3,1,,35,0.22,13,13,13,7
Public Constructor,"org.jfree.chart.editor.DefaultNumberAxisEditor.DefaultNumberAxisEditor",,,,,,,,,,,,,,,,,,,,,,,,,,3,12,2,5,1,3,5,6,1,0,3,4,1,3,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultNumberAxisEditor.actionPerformed",,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,9,2,5,5,4,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,0.56,2,2,2,1
Protected Method,"org.jfree.chart.editor.DefaultNumberAxisEditor.createTickUnitPanel",,,,,,,,,,,,,,,,,,,,,,,,,,3,28,3,25,4,22,0,20,1,0,18,19,3,16,1,1,1,1,0,,,,,0,,0,0,,0.00,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultNumberAxisEditor.focusLost",,,,,,,,,,,,,,,,,,,,,,,,,,2,6,0,6,1,3,0,3,2,0,2,4,1,3,2,2,2,1,0,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.jfree.chart.editor.DefaultNumberAxisEditor.setAxisProperties",,,,,,,,,,,,,,,,,,,,,,,,,,3,13,0,7,2,4,6,4,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,0.86,2,2,2,1
Public Method,"org.jfree.chart.editor.DefaultNumberAxisEditor.toggleAutoTick",,,,,,,,,,,,,,,,,,,,,,,,,,2,10,0,10,1,6,0,5,2,0,4,6,1,5,2,2,2,1,1,,,,,0,,1,0,,0.00,2,2,2,1
Public Method,"org.jfree.chart.editor.DefaultNumberAxisEditor.validateTickUnit",,,,,,,,,,,,,,,,,,,,,,,,,,5,14,1,13,2,7,0,5,4,1,5,8,2,6,3,3,3,1,1,,,,,0,,1,0,,0.00,3,3,3,1
Class,"org.jfree.chart.editor.DefaultPlotEditor",4,4,4,1,27,1,20,5,2,34,1,,0,4,,,,17,14,17,715,0,6,2,9,,589,67,369,86,259,153,,,,182,254,78,176,,,,,,26,26,26,1,,1,3,,85,0.41,72,72,72,17
Public Constructor,"org.jfree.chart.editor.DefaultPlotEditor.DefaultPlotEditor",,,,,,,,,,,,,,,,,,,,,,,,,,3,15,0,4,2,2,11,3,1,0,2,3,2,1,1,1,1,1,0,,,,,0,,0,0,,2.75,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultPlotEditor.actionPerformed",,,,,,,,,,,,,,,,,,,,,,,,,,1,28,0,21,2,13,7,8,7,1,7,14,2,12,7,7,7,1,5,,,,,0,,1,0,,0.33,7,7,7,1
Private Method,"org.jfree.chart.editor.DefaultPlotEditor.attemptBackgroundPaintSelection",,,,,,,,,,,,,,,,,,,,,,,,,,4,11,0,8,2,4,3,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,0.38,2,2,2,1
Private Method,"org.jfree.chart.editor.DefaultPlotEditor.attemptDrawLinesSelection",,,,,,,,,,,,,,,,,,,,,,,,,,2,9,0,4,1,2,5,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.25,1,1,1,1
Private Method,"org.jfree.chart.editor.DefaultPlotEditor.attemptDrawShapesSelection",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,4,1,2,4,3,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.00,1,1,1,1
Private Method,"org.jfree.chart.editor.DefaultPlotEditor.attemptOrientationSelection",,,,,,,,,,,,,,,,,,,,,,,,,,5,15,2,9,2,5,4,2,2,0,3,5,2,3,2,2,2,1,1,,,,,0,,1,0,,0.44,2,2,2,1
Private Method,"org.jfree.chart.editor.DefaultPlotEditor.attemptOutlinePaintSelection",,,,,,,,,,,,,,,,,,,,,,,,,,4,12,0,8,2,4,4,3,2,0,3,5,2,3,2,2,2,1,0,,,,,0,,1,0,,0.50,2,2,2,1
Private Method,"org.jfree.chart.editor.DefaultPlotEditor.attemptOutlineStrokeSelection",,,,,,,,,,,,,,,,,,,,,,,,,,7,14,1,10,5,7,3,4,2,0,3,5,3,2,2,2,2,1,0,,,,,0,,1,0,,0.30,2,2,2,1
Protected Method,"org.jfree.chart.editor.DefaultPlotEditor.createPlotPanel",,,,,,,,,,,,,,,,,,,,,,,,,,17,141,16,113,16,102,12,54,120,2,75,85,13,72,11,11,11,1,2,,,,,0,,2,0,,0.11,11,11,11,1
Protected Method,"org.jfree.chart.editor.DefaultPlotEditor.createPlotTabs",,,,,,,,,,,,,,,,,,,,,,,,,,7,58,6,50,5,38,2,17,192,2,21,31,5,26,10,10,10,1,3,,,,,0,,1,0,,0.04,10,10,10,1
Public Method,"org.jfree.chart.editor.DefaultPlotEditor.getBackgroundPaint",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultPlotEditor.getDomainAxisPropertyEditPanel",,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,3,1,1,6,1,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,2.00,1,1,1,1
Public Method,"org.jfree.chart.editor.DefaultPlotEditor.getOutlinePaint",,,,,,,,,,,,,,,,,,,,,,,,,,2,8,0,3,1,1,5,2,1,0,1,2,1,1,1,1,1,1,0,,,,,0,,0,0,,1.67,1,1,1,1
